image_id,image_path,label_path,source_id,frame_index,timestamp_seconds,split,label_status,box_count,class_counts,annotation_formats,content_sha256
87ebd30d571c97af3e466541000c6abdd435737ec6617fbdafb9c76a39ff7a48,train/images/DJI_20250516071323_0341_D_frame_00010_jpg.rf.c3f6869436f9ca6595c0705a95d6e914.jpg,train/labels/DJI_20250516071323_0341_D_frame_00010_jpg.rf.c3f6869436f9ca6595c0705a95d6e914.txt,DJI_20250516071323_0341_D,10,5.0,train,labeled,73,1:14;2:14;3:45,bbox:8;polygon:65,87ebd30d571c97af3e466541000c6abdd435737ec6617fbdafb9c76a39ff7a48
1e9f2f961e7a9c180daff028830e49d67253380847abea56a22deebbb7eea759,train/images/DJI_20250516071323_0341_D_frame_00011_jpg.rf.6346643156a10bb208c8d9fd66d5e258.jpg,train/labels/DJI_20250516071323_0341_D_frame_00011_jpg.rf.6346643156a10bb208c8d9fd66d5e258.txt,DJI_20250516071323_0341_D,11,5.5,train,labeled,86,1:17;2:24;3:44;4:1,bbox:4;polygon:82,1e9f2f961e7a9c180daff028830e49d67253380847abea56a22deebbb7eea759
5350df721f24ece2b44dc57e710f28fb19251421b3a883345ce19d98f89dcd2a,train/images/DJI_20250516071323_0341_D_frame_00011_jpg.rf.fed0b07285fb80169c187b9eb4edc289.jpg,train/labels/DJI_20250516071323_0341_D_frame_00011_jpg.rf.fed0b07285fb80169c187b9eb4edc289.txt,DJI_20250516071323_0341_D,11,5.5,train,labeled,73,1:16;2:14;3:43,bbox:8;polygon:65,5350df721f24ece2b44dc57e710f28fb19251421b3a883345ce19d98f89dcd2a
944d9d4662c00a3a303c9657ff1ec4e47aec954d7bf41fc969b7b8ae1697af00,train/images/DJI_20250516071323_0341_D_frame_00012_jpg.rf.946a6801f6b70443d1c82769d3fa0fef.jpg,train/labels/DJI_20250516071323_0341_D_frame_00012_jpg.rf.946a6801f6b70443d1c82769d3fa0fef.txt,DJI_20250516071323_0341_D,12,6.0,train,labeled,75,1:16;2:11;3:48,bbox:6;polygon:69,944d9d4662c00a3a303c9657ff1ec4e47aec954d7bf41fc969b7b8ae1697af00
8aafddf903a5a8053079d53f1ca708bff5f8591b0da323c9357f32c0e7e6aae6,train/images/DJI_20250516071323_0341_D_frame_00013_jpg.rf.bd0037d448532ffb3b1353a629d26791.jpg,train/labels/DJI_20250516071323_0341_D_frame_00013_jpg.rf.bd0037d448532ffb3b1353a629d26791.txt,DJI_20250516071323_0341_D,13,6.5,train,labeled,89,1:16;2:27;3:45;4:1,bbox:7;polygon:82,8aafddf903a5a8053079d53f1ca708bff5f8591b0da323c9357f32c0e7e6aae6
6fc6564988ac04fb1814565c822c465d8e89e69441460e408651500ce02239e1,train/images/DJI_20250516071323_0341_D_frame_00013_jpg.rf.c67a13e6608ca35d7a8c0f6b526ad73e.jpg,train/labels/DJI_20250516071323_0341_D_frame_00013_jpg.rf.c67a13e6608ca35d7a8c0f6b526ad73e.txt,DJI_20250516071323_0341_D,13,6.5,train,labeled,80,1:19;2:12;3:48;4:1,bbox:7;polygon:73,6fc6564988ac04fb1814565c822c465d8e89e69441460e408651500ce02239e1
6c59d40c381cecf9b740107629c9f7260d64abe56fafebfffc4c9fba34809ac9,train/images/DJI_20250516071323_0341_D_frame_00014_jpg.rf.e4c6b7292226d7e40d0c2ed18e770a98.jpg,train/labels/DJI_20250516071323_0341_D_frame_00014_jpg.rf.e4c6b7292226d7e40d0c2ed18e770a98.txt,DJI_20250516071323_0341_D,14,7.0,train,labeled,75,1:17;2:7;3:49;4:2,bbox:7;polygon:68,6c59d40c381cecf9b740107629c9f7260d64abe56fafebfffc4c9fba34809ac9
b6357040be38eae4ec558f95c2825c4bd5aef23a93a3ad7c0a007d1e844d7144,train/images/DJI_20250516071323_0341_D_frame_00015_jpg.rf.23ae3b8ae5bb0d58fddd26aea84e2660.jpg,train/labels/DJI_20250516071323_0341_D_frame_00015_jpg.rf.23ae3b8ae5bb0d58fddd26aea84e2660.txt,DJI_20250516071323_0341_D,15,7.5,train,labeled,70,1:15;2:7;3:46;4:2,bbox:4;polygon:66,b6357040be38eae4ec558f95c2825c4bd5aef23a93a3ad7c0a007d1e844d7144
aaf2302b4b6d9dffcf2d5387e4943441ff763e1a06f0132ef07a53c15e44fb8f,train/images/DJI_20250516071323_0341_D_frame_00015_jpg.rf.d70c8a7201891dd95f03bf16eb293e06.jpg,train/labels/DJI_20250516071323_0341_D_frame_00015_jpg.rf.d70c8a7201891dd95f03bf16eb293e06.txt,DJI_20250516071323_0341_D,15,7.5,train,labeled,91,1:15;2:29;3:46;4:1,bbox:4;polygon:87,aaf2302b4b6d9dffcf2d5387e4943441ff763e1a06f0132ef07a53c15e44fb8f
289ec2c629c96f898de8d0b9481934428cf9b6a714214458937c2c7adf11fd85,train/images/DJI_20250516071323_0341_D_frame_00016_jpg.rf.cbfbcb2c99fd7326f90d40420b6433da.jpg,train/labels/DJI_20250516071323_0341_D_frame_00016_jpg.rf.cbfbcb2c99fd7326f90d40420b6433da.txt,DJI_20250516071323_0341_D,16,8.0,train,labeled,81,1:12;2:25;3:43;4:1,bbox:7;polygon:74,289ec2c629c96f898de8d0b9481934428cf9b6a714214458937c2c7adf11fd85
9e1c4c6073cb60b18df7d9fe52637cfda4040a793184ffaba56ff3aa32c0946b,train/images/DJI_20250516071323_0341_D_frame_00016_jpg.rf.d7d283ce9ed161fdb007ff3c9adb1034.jpg,train/labels/DJI_20250516071323_0341_D_frame_00016_jpg.rf.d7d283ce9ed161fdb007ff3c9adb1034.txt,DJI_20250516071323_0341_D,16,8.0,train,labeled,71,1:12;2:7;3:50;4:2,bbox:6;polygon:65,9e1c4c6073cb60b18df7d9fe52637cfda4040a793184ffaba56ff3aa32c0946b
34e133badf14b51ea7c45b68de13ffd421832c1e1b42c1b54697cb6f7575c7c1,train/images/DJI_20250516071323_0341_D_frame_00017_jpg.rf.0e1658d1c9189cd47a07d82d5e6bfc62.jpg,train/labels/DJI_20250516071323_0341_D_frame_00017_jpg.rf.0e1658d1c9189cd47a07d82d5e6bfc62.txt,DJI_20250516071323_0341_D,17,8.5,train,labeled,65,1:7;2:7;3:49;4:2,bbox:8;polygon:57,34e133badf14b51ea7c45b68de13ffd421832c1e1b42c1b54697cb6f7575c7c1
f26da9618af9cd44aeadcda463ca0ed214a29c0ae6b2fcfa93aefe77a53de75a,train/images/DJI_20250516071323_0341_D_frame_00018_jpg.rf.340c47ce9ad9ec9c20aa77045fe07fd5.jpg,train/labels/DJI_20250516071323_0341_D_frame_00018_jpg.rf.340c47ce9ad9ec9c20aa77045fe07fd5.txt,DJI_20250516071323_0341_D,18,9.0,train,labeled,85,1:12;2:25;3:47;4:1,bbox:9;polygon:76,f26da9618af9cd44aeadcda463ca0ed214a29c0ae6b2fcfa93aefe77a53de75a
cbbc9fe56a950bf9a20634d7d015136d9946d5931f87fc5bbd945376445be390,train/images/DJI_20250516071323_0341_D_frame_00018_jpg.rf.5d42d39c5ddfcdf93fca77847691750b.jpg,train/labels/DJI_20250516071323_0341_D_frame_00018_jpg.rf.5d42d39c5ddfcdf93fca77847691750b.txt,DJI_20250516071323_0341_D,18,9.0,train,labeled,69,1:8;2:8;3:50;4:3,bbox:3;polygon:66,cbbc9fe56a950bf9a20634d7d015136d9946d5931f87fc5bbd945376445be390
62202591d2b1a7f08884e3faaa3f8cb073f75e6c938410c373a5f84e864a9534,train/images/DJI_20250516071323_0341_D_frame_00019_jpg.rf.0c067ba09bf29e13f85c877d3695d4c9.jpg,train/labels/DJI_20250516071323_0341_D_frame_00019_jpg.rf.0c067ba09bf29e13f85c877d3695d4c9.txt,DJI_20250516071323_0341_D,19,9.5,train,labeled,88,1:15;2:25;3:47;4:1,bbox:7;polygon:81,62202591d2b1a7f08884e3faaa3f8cb073f75e6c938410c373a5f84e864a9534
6a1a669c55063b65c2a9f7eb5cbbf8478ea178824851d3ec96f3f699e3b2ebd3,train/images/DJI_20250516071323_0341_D_frame_00022_jpg.rf.ec99a4e9ea5fec90dd13cc6af5375cb2.jpg,train/labels/DJI_20250516071323_0341_D_frame_00022_jpg.rf.ec99a4e9ea5fec90dd13cc6af5375cb2.txt,DJI_20250516071323_0341_D,22,11.0,train,labeled,87,1:14;2:23;3:48;4:2,bbox:7;polygon:80,6a1a669c55063b65c2a9f7eb5cbbf8478ea178824851d3ec96f3f699e3b2ebd3
f4698d678f32c5d7c78183c9360a1e71ceddfa229822dde382c0cd0fa9bc5233,train/images/DJI_20250516071323_0341_D_frame_00024_jpg.rf.f441c932f581bb661979996166ed8ebb.jpg,train/labels/DJI_20250516071323_0341_D_frame_00024_jpg.rf.f441c932f581bb661979996166ed8ebb.txt,DJI_20250516071323_0341_D,24,12.0,train,labeled,82,1:18;2:16;3:47;4:1,bbox:7;polygon:75,f4698d678f32c5d7c78183c9360a1e71ceddfa229822dde382c0cd0fa9bc5233
e25e56f24f21965fa9d06b510d56577b9ee8ed3eabc9f9718ea3df5dbf7fd86d,train/images/DJI_20250516071323_0341_D_frame_00026_jpg.rf.e1cd886ac33a6614c7eb8f607c652195.jpg,train/labels/DJI_20250516071323_0341_D_frame_00026_jpg.rf.e1cd886ac33a6614c7eb8f607c652195.txt,DJI_20250516071323_0341_D,26,13.0,train,labeled,79,1:18;2:14;3:47,bbox:8;polygon:71,e25e56f24f21965fa9d06b510d56577b9ee8ed3eabc9f9718ea3df5dbf7fd86d
eeb4ac981d60069f948d0329ccbeb13ed3a1aad43289ded3c3e1698a71e85a83,train/images/DJI_20250516071323_0341_D_frame_00028_jpg.rf.d04d8260ba46535ca7da34bebc01335d.jpg,train/labels/DJI_20250516071323_0341_D_frame_00028_jpg.rf.d04d8260ba46535ca7da34bebc01335d.txt,DJI_20250516071323_0341_D,28,14.0,train,labeled,75,1:15;2:14;3:46,bbox:5;polygon:70,eeb4ac981d60069f948d0329ccbeb13ed3a1aad43289ded3c3e1698a71e85a83
54257bfb088f884a7d839f99051d3c76f062a89981e0c39308bcb7f718ad3434,train/images/DJI_20250516071323_0341_D_frame_00029_jpg.rf.ca64b8b08f39fa81597810be11c8d98f.jpg,train/labels/DJI_20250516071323_0341_D_frame_00029_jpg.rf.ca64b8b08f39fa81597810be11c8d98f.txt,DJI_20250516071323_0341_D,29,14.5,train,labeled,73,1:17;2:11;3:45,polygon:73,54257bfb088f884a7d839f99051d3c76f062a89981e0c39308bcb7f718ad3434
9d5ffa633ac2610d6d239559faf8a77288924765e6ef4a7b074bb0f453f8c3b2,train/images/DJI_20250516071323_0341_D_frame_00030_jpg.rf.991af8d9ed151eb83267edc3d16ecb17.jpg,train/labels/DJI_20250516071323_0341_D_frame_00030_jpg.rf.991af8d9ed151eb83267edc3d16ecb17.txt,DJI_20250516071323_0341_D,30,15.0,train,labeled,74,1:15;2:12;3:47,bbox:4;polygon:70,9d5ffa633ac2610d6d239559faf8a77288924765e6ef4a7b074bb0f453f8c3b2
d31c66e192735a6d85de48278c4346eeba3bcad21f81293b56377d121c35660f,train/images/DJI_20250516071323_0341_D_frame_00032_jpg.rf.cc321995cbe0db0b5f8fe9e04b4a398a.jpg,train/labels/DJI_20250516071323_0341_D_frame_00032_jpg.rf.cc321995cbe0db0b5f8fe9e04b4a398a.txt,DJI_20250516071323_0341_D,32,16.0,train,labeled,75,1:14;2:15;3:46,bbox:3;polygon:72,d31c66e192735a6d85de48278c4346eeba3bcad21f81293b56377d121c35660f
781de4c5fc8b2d8aff2d7459080fb4b993b34eaa0c605cef5309338500fe98b2,train/images/DJI_20250516071323_0341_D_frame_00033_jpg.rf.59316814078b92b3db580b36023fab90.jpg,train/labels/DJI_20250516071323_0341_D_frame_00033_jpg.rf.59316814078b92b3db580b36023fab90.txt,DJI_20250516071323_0341_D,33,16.5,train,labeled,70,1:14;2:11;3:45,bbox:5;polygon:65,781de4c5fc8b2d8aff2d7459080fb4b993b34eaa0c605cef5309338500fe98b2
f0b703e5e9ce18b3cd41fdf1c37b9d46a9788ceae55028eba2195e90c46016aa,train/images/DJI_20250516071323_0341_D_frame_00034_jpg.rf.fac79cbf6f8a45e5999d488d2160d0eb.jpg,train/labels/DJI_20250516071323_0341_D_frame_00034_jpg.rf.fac79cbf6f8a45e5999d488d2160d0eb.txt,DJI_20250516071323_0341_D,34,17.0,train,labeled,72,1:15;2:13;3:44,bbox:6;polygon:66,f0b703e5e9ce18b3cd41fdf1c37b9d46a9788ceae55028eba2195e90c46016aa
1791b67822975ce4b519750b87e2845b6346e85a48d3d5214b0b6c143c1001c3,train/images/DJI_20250516071323_0341_D_frame_00036_jpg.rf.518ad2a7ee5a69b243a99555a9a4de85.jpg,train/labels/DJI_20250516071323_0341_D_frame_00036_jpg.rf.518ad2a7ee5a69b243a99555a9a4de85.txt,DJI_20250516071323_0341_D,36,18.0,train,labeled,74,1:18;2:10;3:46,bbox:7;polygon:67,1791b67822975ce4b519750b87e2845b6346e85a48d3d5214b0b6c143c1001c3
8d5ae8e5df4df5bb8783d4fe79968397750aed0ecc48a92403c035d1e810b811,train/images/DJI_20250516071323_0341_D_frame_00037_jpg.rf.feedd785cf07fb293db08a707b639283.jpg,train/labels/DJI_20250516071323_0341_D_frame_00037_jpg.rf.feedd785cf07fb293db08a707b639283.txt,DJI_20250516071323_0341_D,37,18.5,train,labeled,76,1:17;2:12;3:46;4:1,bbox:7;polygon:69,8d5ae8e5df4df5bb8783d4fe79968397750aed0ecc48a92403c035d1e810b811
447d0e6442326704c5a6ce35b6c1d9101abe42269014b8a5e600c13bdb6b3254,train/images/DJI_20250516071323_0341_D_frame_00040_jpg.rf.5857d0d5d3ad2d30d1731bb506fe6cec.jpg,train/labels/DJI_20250516071323_0341_D_frame_00040_jpg.rf.5857d0d5d3ad2d30d1731bb506fe6cec.txt,DJI_20250516071323_0341_D,40,20.0,train,labeled,79,1:16;2:13;3:48;4:2,bbox:6;polygon:73,447d0e6442326704c5a6ce35b6c1d9101abe42269014b8a5e600c13bdb6b3254
777796de37b697f58f769499347c67825acd5bd650cb732fc5dac116d7decc4c,train/images/DJI_20250516071323_0341_D_frame_00041_jpg.rf.2b35c545139599c65dfc6e2ac81b8fab.jpg,train/labels/DJI_20250516071323_0341_D_frame_00041_jpg.rf.2b35c545139599c65dfc6e2ac81b8fab.txt,DJI_20250516071323_0341_D,41,20.5,train,labeled,78,1:16;2:12;3:49;4:1,bbox:4;polygon:74,777796de37b697f58f769499347c67825acd5bd650cb732fc5dac116d7decc4c
547cd252536959db72b016860dfcf2c1ae342bb6692e0d9b468563743a5a26ca,train/images/DJI_20250516071323_0341_D_frame_00043_jpg.rf.074ca790bb7723935018a42524ea2a89.jpg,train/labels/DJI_20250516071323_0341_D_frame_00043_jpg.rf.074ca790bb7723935018a42524ea2a89.txt,DJI_20250516071323_0341_D,43,21.5,train,labeled,76,1:18;2:7;3:49;4:2,bbox:6;polygon:70,547cd252536959db72b016860dfcf2c1ae342bb6692e0d9b468563743a5a26ca
3305ff2d2c06945627148ade05e566ea69ab0137605e5c6fda652b158bbbdd98,train/images/DJI_20250516071323_0341_D_frame_00044_jpg.rf.cde7acba109a9bd51119bc5ab0e7d2bf.jpg,train/labels/DJI_20250516071323_0341_D_frame_00044_jpg.rf.cde7acba109a9bd51119bc5ab0e7d2bf.txt,DJI_20250516071323_0341_D,44,22.0,train,labeled,70,1:14;2:6;3:47;4:3,bbox:3;polygon:67,3305ff2d2c06945627148ade05e566ea69ab0137605e5c6fda652b158bbbdd98
d9865f4c87e8e1032d18110c51eb34b7d39b31b32ba330a915b19ac7d9f579ed,train/images/DJI_20250516071323_0341_D_frame_00045_jpg.rf.009e4ecb739f89628ad9b0661226d66e.jpg,train/labels/DJI_20250516071323_0341_D_frame_00045_jpg.rf.009e4ecb739f89628ad9b0661226d66e.txt,DJI_20250516071323_0341_D,45,22.5,train,labeled,72,1:14;2:5;3:49;4:4,bbox:9;polygon:63,d9865f4c87e8e1032d18110c51eb34b7d39b31b32ba330a915b19ac7d9f579ed
946a1bb92798d93569c46f2eaaa3cbbaa696f54a3bb655827a1d2d2e1cf8caa6,train/images/DJI_20250516071323_0341_D_frame_00046_jpg.rf.8ac7d9fadcaac65b0e37f0a116702f1b.jpg,train/labels/DJI_20250516071323_0341_D_frame_00046_jpg.rf.8ac7d9fadcaac65b0e37f0a116702f1b.txt,DJI_20250516071323_0341_D,46,23.0,train,labeled,73,1:18;2:7;3:46;4:2,bbox:5;polygon:68,946a1bb92798d93569c46f2eaaa3cbbaa696f54a3bb655827a1d2d2e1cf8caa6
a42df7e9b4212a8e3e49bf188afad589c88de71e9f47c6c15b78a7efdeb8aceb,train/images/DJI_20250516071323_0341_D_frame_00047_jpg.rf.932d32104b2b0dfd04cbe6fa5f967f3e.jpg,train/labels/DJI_20250516071323_0341_D_frame_00047_jpg.rf.932d32104b2b0dfd04cbe6fa5f967f3e.txt,DJI_20250516071323_0341_D,47,23.5,train,labeled,72,1:15;2:8;3:47;4:2,bbox:6;polygon:66,a42df7e9b4212a8e3e49bf188afad589c88de71e9f47c6c15b78a7efdeb8aceb
8dfda76eb490c2266f13039a8a6d50e8eda29e533dc06055d1fa5bc19ba0bfad,train/images/DJI_20250516071323_0341_D_frame_00049_jpg.rf.991269e8ff60c17b760b0904711056b6.jpg,train/labels/DJI_20250516071323_0341_D_frame_00049_jpg.rf.991269e8ff60c17b760b0904711056b6.txt,DJI_20250516071323_0341_D,49,24.5,train,labeled,69,1:13;2:5;3:49;4:2,bbox:5;polygon:64,8dfda76eb490c2266f13039a8a6d50e8eda29e533dc06055d1fa5bc19ba0bfad
0b5b985ff266201e90de8b456a2e9e2535a90705080171bf450ad31444dc26ba,train/images/DJI_20250516071323_0341_D_frame_00050_jpg.rf.361c1e3073529b427e237110dd9e6e27.jpg,train/labels/DJI_20250516071323_0341_D_frame_00050_jpg.rf.361c1e3073529b427e237110dd9e6e27.txt,DJI_20250516071323_0341_D,50,25.0,train,labeled,67,1:8;2:9;3:49;4:1,bbox:6;polygon:61,0b5b985ff266201e90de8b456a2e9e2535a90705080171bf450ad31444dc26ba
a7b8aeb62b456f96639b4610b68331cf5c7a5e14d92a62883a8603334fe19ece,train/images/DJI_20250516071323_0341_D_frame_00052_jpg.rf.4b81b6a9a196c40378da893dcf83d21c.jpg,train/labels/DJI_20250516071323_0341_D_frame_00052_jpg.rf.4b81b6a9a196c40378da893dcf83d21c.txt,DJI_20250516071323_0341_D,52,26.0,train,labeled,67,1:7;2:6;3:51;4:3,bbox:6;polygon:61,a7b8aeb62b456f96639b4610b68331cf5c7a5e14d92a62883a8603334fe19ece
4d38cfa3301934b6079f380b74c8afd8f72115291cfad7e2b5b09db9b2a4c752,train/images/DJI_20250516071323_0341_D_frame_00053_jpg.rf.d1b8c32a7875a58e01a34a5e59e9a771.jpg,train/labels/DJI_20250516071323_0341_D_frame_00053_jpg.rf.d1b8c32a7875a58e01a34a5e59e9a771.txt,DJI_20250516071323_0341_D,53,26.5,train,labeled,66,1:7;2:6;3:49;4:4,bbox:7;polygon:59,4d38cfa3301934b6079f380b74c8afd8f72115291cfad7e2b5b09db9b2a4c752
8fd17a47b1e0188873b0286cd94377de877269f18ae2c101b301a1ed8aad10c5,train/images/DJI_20250516071323_0341_D_frame_00055_jpg.rf.7f84b3f9a029066dc130dbd397c81089.jpg,train/labels/DJI_20250516071323_0341_D_frame_00055_jpg.rf.7f84b3f9a029066dc130dbd397c81089.txt,DJI_20250516071323_0341_D,55,27.5,train,labeled,65,1:7;2:7;3:50;4:1,bbox:3;polygon:62,8fd17a47b1e0188873b0286cd94377de877269f18ae2c101b301a1ed8aad10c5
4e153248a6f46f2ae2110eecd506f38e47af8a4cf18a17f8225c2c60cc9f8eb0,train/images/frame_0014_jpg.rf.5542cc4a22b506ee419590681f327d7f.jpg,train/labels/frame_0014_jpg.rf.5542cc4a22b506ee419590681f327d7f.txt,unknown,,,train,labeled,113,0:2;1:28;2:48;4:35,bbox:11;polygon:102,4e153248a6f46f2ae2110eecd506f38e47af8a4cf18a17f8225c2c60cc9f8eb0
74d72bcbed5070ac2e4bbc098dc68ccf23ee0f8b421b2c8f1d705c9953eda9c5,train/images/frame_0022_jpg.rf.ef0f42fe88309b8ce21f8a2c99880ee0.jpg,train/labels/frame_0022_jpg.rf.ef0f42fe88309b8ce21f8a2c99880ee0.txt,unknown,,,train,labeled,117,0:2;1:29;2:46;4:40,bbox:10;polygon:107,74d72bcbed5070ac2e4bbc098dc68ccf23ee0f8b421b2c8f1d705c9953eda9c5
9575afb0e4bf752d0e0b2a7265981c1e02a832cd238155fbe14473e46edb8f85,train/images/frame_0047_jpg.rf.85b4485e42092a473073b20a670850a7.jpg,train/labels/frame_0047_jpg.rf.85b4485e42092a473073b20a670850a7.txt,unknown,,,train,labeled,93,1:26;2:21;4:46,bbox:12;polygon:81,9575afb0e4bf752d0e0b2a7265981c1e02a832cd238155fbe14473e46edb8f85
67c8d1affc4bbeef379feab24380272b67058177d8f46f412d52d5f811373bc8,train/images/frame_0049_jpg.rf.74ef8f888586ae3abf5740f8165a8699.jpg,train/labels/frame_0049_jpg.rf.74ef8f888586ae3abf5740f8165a8699.txt,unknown,,,train,labeled,76,1:20;2:13;4:43,bbox:3;polygon:73,67c8d1affc4bbeef379feab24380272b67058177d8f46f412d52d5f811373bc8
a66840b162532cc96888743f09fe711d478a9466fdbffe48bb370ca0215b5e46,train/images/traffic_jam_frame_00000_jpg.rf.49f3d2ba8742b6d7b387743978cab5b3.jpg,train/labels/traffic_jam_frame_00000_jpg.rf.49f3d2ba8742b6d7b387743978cab5b3.txt,traffic_jam,0,0.0,train,labeled,135,0:12;1:74;2:47;4:2,bbox:4;polygon:131,a66840b162532cc96888743f09fe711d478a9466fdbffe48bb370ca0215b5e46
f0554f22044784d53f9fc3180a77a4181a70855d7f0211e43a093751ffde42f0,train/images/traffic_jam_frame_00001_jpg.rf.aa2df209e0c28987aa4651aeb4f6fc0b.jpg,train/labels/traffic_jam_frame_00001_jpg.rf.aa2df209e0c28987aa4651aeb4f6fc0b.txt,traffic_jam,1,0.5,train,labeled,124,0:10;1:68;2:45;4:1,bbox:11;polygon:113,f0554f22044784d53f9fc3180a77a4181a70855d7f0211e43a093751ffde42f0
